video_id,video_name,bitrate,codec,fps,resolution,time,format,duration,file_size,file_path
n_489,University election [XjXdpEJE8Pk].mp4,4467,h264,30.0,1080x1920,1760414088.1388288,mp4,97.663129,53260,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\University election [XjXdpEJE8Pk].mp4
n_490,"UNM Dorm Shooting： Victim Named Michael LaMotte, Campus in Mourning  #breakingnewsusa #mustwatch [UgUiIlkrKwI].mp4",705,h264,30.0,720x1080,1760414087.5779889,mp4,40.70458,3505,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\UNM Dorm Shooting： Victim Named Michael LaMotte, Campus in Mourning  #breakingnewsusa #mustwatch [UgUiIlkrKwI].mp4"
n_491,Unveiling the mystery of IPL team_s top bowlers#ipl#shorts #viralshorts #trending [gd515PsiIAg].mp4,341,h264,30.0,720x1280,1760414083.7367785,mp4,32.484717,1355,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Unveiling the mystery of IPL team_s top bowlers#ipl#shorts #viralshorts #trending [gd515PsiIAg].mp4
n_492,Vi is such a good fighter #edit #legueoflegends #fight #fightingmoments #youtubeshorts [77Jrq9vljK0].mp4,2683,h264,30.0,1080x1920,1760414087.6958747,mp4,12.190476,3993,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Vi is such a good fighter #edit #legueoflegends #fight #fightingmoments #youtubeshorts [77Jrq9vljK0].mp4
n_493,Violence Escalation： Unpacking the Crisis in Youth Behavior #shorts [Tkk5u2CFe0k].mp4,2593,h264,29.929,1080x1920,1760414089.1548743,mp4,24.613152,7792,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Violence Escalation： Unpacking the Crisis in Youth Behavior #shorts [Tkk5u2CFe0k].mp4
n_494,We Need To Change This! #school #schoolviolence #violenceprevention [jzQtS24sVaU].mp4,1346,h264,30.0,720x1280,1760414085.2491486,mp4,58.560726,9623,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\We Need To Change This! #school #schoolviolence #violenceprevention [jzQtS24sVaU].mp4
n_495,What Happens When a UFC Fighter Gets into a STREET FIGHT [uFfy1pbRDqQ].mp4,8503,av1,30.0,2160x3840,1760414088.4982016,mp4,41.633379,43216,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\What Happens When a UFC Fighter Gets into a STREET FIGHT [uFfy1pbRDqQ].mp4
n_496,WHAT IF....🔥☠️ #shorts #weakheroclass2 #allofusaredead #shortsfeed [sOsdiUK_HDs].mp4,7399,av1,30.0,2160x2160,1760414085.2622554,mp4,22.871655,20659,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\WHAT IF....🔥☠️ #shorts #weakheroclass2 #allofusaredead #shortsfeed [sOsdiUK_HDs].mp4
n_497,When Basketball Conflict Leads to a Broken Nose! [qkHFCkZvx5E].mp4,2516,h264,30.0,1080x1920,1760414085.9580667,mp4,48.552925,14917,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\When Basketball Conflict Leads to a Broken Nose! [qkHFCkZvx5E].mp4
n_498,When Chael fell asleep at the pre-fight press conference 😴💤😱😂 #shortsfeed #shorts #ufc #ufcshort [HUJjarXcuHI].mp4,2079,h264,30.0,1080x1920,1760414088.5621362,mp4,26.795828,6803,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\When Chael fell asleep at the pre-fight press conference 😴💤😱😂 #shortsfeed #shorts #ufc #ufcshort [HUJjarXcuHI].mp4
n_499,When REDEMPTION Meets RAGE! 🔥 Boyka’s BRUTAL Street Fight to Save a Widow ｜ Undisputed IV Breakdown [5MTbFMeIuJc].mp4,717,av1,29.97002997002997,640x800,1760414089.541689,mp4,39.427483,3455,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\When REDEMPTION Meets RAGE! 🔥 Boyka’s BRUTAL Street Fight to Save a Widow ｜ Undisputed IV Breakdown [5MTbFMeIuJc].mp4
n_500,When there’s a school fight meme #marvel #Schoolfight #funny [ObzdwYdlp7M].mp4,1716,h264,30.0,720x1280,1760414086.2759347,mp4,45.093152,9448,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\When there’s a school fight meme #marvel #Schoolfight #funny [ObzdwYdlp7M].mp4
n_501,Why are We Killing Each Other in the Streets？ The Tragic Story of Losing a Life over $72 [HRHta4WRZNM].mp4,2164,h264,30.0,1080x1920,1760414086.465705,mp4,57.585488,15213,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Why are We Killing Each Other in the Streets？ The Tragic Story of Losing a Life over $72 [HRHta4WRZNM].mp4
n_502,Why Charlie Kirk Shooting Changes Campus Security and Free Speech [wFmelc_FGdw].mp4,975,av1,30.0,1080x1920,1760414088.6346755,mp4,42.562177,5068,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Why Charlie Kirk Shooting Changes Campus Security and Free Speech [wFmelc_FGdw].mp4
n_503,Why Have Violent Agitators Not Been Held Accountable？ [VSAStjvfvYU].mp4,1337,h264,24.019607843137255,1080x1920,1760414085.381063,mp4,51.06068,8339,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Why Have Violent Agitators Not Been Held Accountable？ [VSAStjvfvYU].mp4
n_504,why students are fighting in Kerala？ #studentfights [DGJsHdsAE5k].mp4,1321,av1,30.0,1080x1920,1760414086.5528655,mp4,45.650431,7365,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\why students are fighting in Kerala？ #studentfights [DGJsHdsAE5k].mp4
n_505,why they even try lol #fightinschool #roblox #nevertrythatagain #comedy #funny #blowthisaccountup [t9qfq9fsHZY].mp4,4487,h264,30.0,1080x1920,1760414086.436856,mp4,23.289615,12758,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\why they even try lol #fightinschool #roblox #nevertrythatagain #comedy #funny #blowthisaccountup [t9qfq9fsHZY].mp4
n_506,Why UFC Fighters Just Got a Massive Pay Cut [Cuh0oJzr0fE].mp4,2127,h264,54.94505494505494,1920x888,1760414087.0058217,mp4,47.856327,12427,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Why UFC Fighters Just Got a Massive Pay Cut [Cuh0oJzr0fE].mp4
n_507,Why Violence？ Exploring the Reasons Behind The Actions #shorts [l51hBTqa-jo].mp4,1768,av1,30.0,1080x1920,1760414085.6766503,mp4,18.018685,3889,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Why Violence？ Exploring the Reasons Behind The Actions #shorts [l51hBTqa-jo].mp4
n_508,Wild Fight! Knockout Blow and Crazy Moments! Watch This! [cp8W9HlhTh0].mp4,2294,h264,30.0,1080x1920,1760414089.8974762,mp4,21.385578,5990,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Wild Fight! Knockout Blow and Crazy Moments! Watch This! [cp8W9HlhTh0].mp4
n_509,Wild Schoolyard Brawl： My Epic Fight in High School Locker Room [WZHdCpOdG5s].mp4,767,h264,25.0,1920x1080,1760414088.9661486,mp4,94.853515,8881,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Wild Schoolyard Brawl： My Epic Fight in High School Locker Room [WZHdCpOdG5s].mp4
n_510,WWE Championship Pakistan Mein — Students Ke Darmiyan REAL LIFE FIGHT! 🔥🇵🇰🥇#viralshorts [oYLDi8SCtLo].mp4,2369,h264,60.0,720x1280,1760414087.1072328,mp4,54.241814,15688,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\WWE Championship Pakistan Mein — Students Ke Darmiyan REAL LIFE FIGHT! 🔥🇵🇰🥇#viralshorts [oYLDi8SCtLo].mp4
n_511,"You can be a giant, Boyka still makes you fall💀｜ Yuri Boyka Edit ｜ AL NACER! (Ultra Slowed) [P8zT0j8ZA3Q].mp4",8611,av1,60.0,2160x2400,1760414089.2076342,mp4,46.06839,48429,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\You can be a giant, Boyka still makes you fall💀｜ Yuri Boyka Edit ｜ AL NACER! (Ultra Slowed) [P8zT0j8ZA3Q].mp4"
n_512,Youth Critically Injured in Group Attack in Bhubaneswar’s Mancheswar Area [dPAh6H4rSy0].mp4,3841,h264,25.0,1920x1080,1760414084.6175516,mp4,82.454059,38666,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Youth Critically Injured in Group Attack in Bhubaneswar’s Mancheswar Area [dPAh6H4rSy0].mp4
n_513,Youth Violence Exposed： A Call to Action in Fort Worth [gYkbp8e0H34].mp4,1616,h264,24.0,1080x1920,1760414089.780828,mp4,93.878277,18527,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\Youth Violence Exposed： A Call to Action in Fort Worth [gYkbp8e0H34].mp4
n_514,_শিক্ষার্থীকে ধ＊ র্ষ＊ ন করেছে ছাত্রদল_ শিবির ｜ Chhatrashibir ｜ Chatradol [bGuQLinGC00].mp4,3364,h264,23.976023976023978,1080x1920,1760414085.7188437,mp4,37.546667,15421,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\_শিক্ষার্থীকে ধ＊ র্ষ＊ ন করেছে ছাত্রদল_ শিবির ｜ Chhatrashibir ｜ Chatradol [bGuQLinGC00].mp4
n_515,"अहिल्यानगर हादरलं, आठवीच्या मुलाकडून दहावीच्या मुलाची हत्या ｜ Ahilyanagr Crime News [SyfOARNwkd0].mp4",2823,h264,25.0,1920x1080,1760414088.6086926,mp4,92.02068,31714,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\अहिल्यानगर हादरलं, आठवीच्या मुलाकडून दहावीच्या मुलाची हत्या ｜ Ahilyanagr Crime News [SyfOARNwkd0].mp4"
n_516,"इंदौर： वैष्णव इंस्टीट्यूट में छात्रों के बीच झगड़ा, FIR दर्ज ｜ #pmnews #indorebreking #mp7news [RORLLaNqfE0].mp4",3088,h264,30.0,1920x1080,1760414086.1411316,mp4,96.896871,36529,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\इंदौर： वैष्णव इंस्टीट्यूट में छात्रों के बीच झगड़ा, FIR दर्ज ｜ #pmnews #indorebreking #mp7news [RORLLaNqfE0].mp4"
n_517,ग्वालियर गवर्नमेंट साइंस कॉलेज में छात्रों के बीच हुई हिंसक झड़प ｜ पुलिस ने दर्ज किया केस [g_0yLR_F8N8].mp4,3888,h264,60.0,1920x1080,1760414084.7443054,mp4,76.92771,36515,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\ग्वालियर गवर्नमेंट साइंस कॉलेज में छात्रों के बीच हुई हिंसक झड़प ｜ पुलिस ने दर्ज किया केस [g_0yLR_F8N8].mp4
n_518,"घायल छात्र की मां बैठी धरने पर, प्रशासन पर बेटे से नहीं मिलने देने का लगाया आरोप।। [iCmTNz0F70k].mp4",4722,h264,30.0,1920x1080,1760414087.3845952,mp4,43.328435,24977,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\घायल छात्र की मां बैठी धरने पर, प्रशासन पर बेटे से नहीं मिलने देने का लगाया आरोप।। [iCmTNz0F70k].mp4"
n_519,"छपरा： दो कोचिंग संस्थानों के छात्र आपस में भिड़े, दोनों तरफ से हुई जमकर मारपीट [hdUx20HczsE].mp4",4615,h264,25.0,1920x1080,1760414085.8314753,mp4,64.087075,36107,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\छपरा： दो कोचिंग संस्थानों के छात्र आपस में भिड़े, दोनों तरफ से हुई जमकर मारपीट [hdUx20HczsE].mp4"
n_520,निजी विवि में छात्रा और युवक ने साथी छात्र को थप्पड़ ｜ [D0MT3FmFi94].mp4,1187,h264,30.0,606x1080,1760414085.644462,mp4,21.408798,3104,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\निजी विवि में छात्रा और युवक ने साथी छात्र को थप्पड़ ｜ [D0MT3FmFi94].mp4
n_521,"पटना यूनिवर्सिटी के छात्रों के बीच जमकर मारपीट, जैकसन और इकबाल हॉस्टल के छात्रों के बीच झड़प [dvPdOwtCKiA].mp4",4572,h264,25.0,1920x1080,1760414088.0900068,mp4,48.088526,26843,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\पटना यूनिवर्सिटी के छात्रों के बीच जमकर मारपीट, जैकसन और इकबाल हॉस्टल के छात्रों के बीच झड़प [dvPdOwtCKiA].mp4"
n_522,पूर्णिया： पूर्णिया में छात्राओं के बीच सड़क पर विवाद [KISA6LuQuNA].mp4,1556,h264,30.0,1280x720,1760414086.0458162,mp4,95.085714,18063,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\पूर्णिया： पूर्णिया में छात्राओं के बीच सड़क पर विवाद [KISA6LuQuNA].mp4
n_523,पौड़ी में 11वीं कक्षा के दो छात्रों ने एक छात्र की पिटाई की [SHZKltf4ulE].mp4,3412,h264,25.0,1920x1080,1760414088.764321,mp4,79.667664,33190,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\पौड़ी में 11वीं कक्षा के दो छात्रों ने एक छात्र की पिटाई की [SHZKltf4ulE].mp4
n_524,"लखनऊ विवि में छात्र गुटों के बीच लाठी-डंडों से मारपीट, कई घायल! [E1uEkBCKA1I].mp4",3739,h264,23.976023976023978,1920x1080,1760414087.1430178,mp4,35.062132,16006,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\लखनऊ विवि में छात्र गुटों के बीच लाठी-डंडों से मारपीट, कई घायल! [E1uEkBCKA1I].mp4"
n_525,विकासनगर में आसाराम वेदिक इंटर कॉलेज के छात्रों का झगड़ा का वीडियो वायरल ｜｜ #shrinews [SRxe5pQuvZk].mp4,3558,h264,25.0,1920x1080,1760414090.1102102,mp4,92.926259,40363,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\विकासनगर में आसाराम वेदिक इंटर कॉलेज के छात्रों का झगड़ा का वीडियो वायरल ｜｜ #shrinews [SRxe5pQuvZk].mp4
n_526,स्कूल में पानी पीने को लेकर छात्रों में हुआ बवाल तो मामला पहुंचा थाने तक। UPS tv4 news channel [tnexZyPqLdk].mp4,643,h264,30.0,848x480,1760414088.0523577,mp4,56.865669,4464,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\स्कूल में पानी पीने को लेकर छात्रों में हुआ बवाल तो मामला पहुंचा थाने तक। UPS tv4 news channel [tnexZyPqLdk].mp4
n_527,"स्कूल में सर और मैडम के बीच कुश्ती, पैंट फाड़ने पर भिड़े शिक्षक! #shorts #school #bihar #viralvideo [4A9Db6TBQdk].mp4",3604,h264,29.97002997002997,1080x1920,1760414085.099936,mp4,63.576236,27977,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\स्कूल में सर और मैडम के बीच कुश्ती, पैंट फाड़ने पर भिड़े शिक्षक! #shorts #school #bihar #viralvideo [4A9Db6TBQdk].mp4"
n_528,একজন বন্ধুর মৃত্যু সারাজীবনের কান্না💔😥｜｜School Gang｜｜Friendship WhatsApp Status2023｜｜New Status Sync [LrvV9GfzBM0].mp4,1080,h264,30.0,826x480,1760414086.0180457,mp4,42.260317,5571,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\একজন বন্ধুর মৃত্যু সারাজীবনের কান্না💔😥｜｜School Gang｜｜Friendship WhatsApp Status2023｜｜New Status Sync [LrvV9GfzBM0].mp4
n_529,চট্টগ্রাম বিশ্ববিদ্যালয় এলাকায় শিক্ষার্থী-স্থানীয়দের মধ্যে সংঘর্ষ ｜ Chittagong University ｜ DBC NEWS [7ZqR5faMs08].mp4,3612,h264,29.97002997002997,1920x1080,1760414087.270002,mp4,54.520454,24042,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\চট্টগ্রাম বিশ্ববিদ্যালয় এলাকায় শিক্ষার্থী-স্থানীয়দের মধ্যে সংঘর্ষ ｜ Chittagong University ｜ DBC NEWS [7ZqR5faMs08].mp4
n_530,প্রকৌশল শিক্ষার্থীদের সঙ্গে পুলিশের সং_ঘর্ষে আ_হত ১০  ｜ Dhaka Tribune [5HqsLiTiLbw].mp4,2174,av1,30.0,1080x1920,1760414084.4840517,mp4,36.408889,9662,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\প্রকৌশল শিক্ষার্থীদের সঙ্গে পুলিশের সং_ঘর্ষে আ_হত ১০  ｜ Dhaka Tribune [5HqsLiTiLbw].mp4
n_531,মেডিকেল কলেজ ও স্বাস্থ্য খাতকে কেন্দ্র করে দুই গ্রুপের সংঘ_র্ষে আ_হ_ত ৫ ｜ Barishal ｜ Desh TV [U2kb3uUWlZU].mp4,3336,h264,25.0,1920x1080,1760414088.3419871,mp4,64.017415,26073,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\মেডিকেল কলেজ ও স্বাস্থ্য খাতকে কেন্দ্র করে দুই গ্রুপের সংঘ_র্ষে আ_হ_ত ৫ ｜ Barishal ｜ Desh TV [U2kb3uUWlZU].mp4
n_532,যাত্রাবাড়ী হামলা： ড. মাহবুবুর রহমান মোল্লা কলেজে দুই কলেজের শিক্ষার্থীদের ভাঙচুর ｜ [nqV0b0YLOrM].mp4,3939,h264,25.0,1920x1080,1760414088.244811,mp4,67.825488,32615,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\যাত্রাবাড়ী হামলা： ড. মাহবুবুর রহমান মোল্লা কলেজে দুই কলেজের শিক্ষার্থীদের ভাঙচুর ｜ [nqV0b0YLOrM].mp4
n_533,স্কুল গ্যাং থ্রীর সুটিংয়ে লামহা ও সাথীর এন্ট্রি ｜ Saila sathy ｜ School gang season 3 ｜ #shorts [2X2a2nHnI7I].mp4,3221,av1,60.0,1080x1920,1760414084.355909,mp4,13.676553,5378,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\স্কুল গ্যাং থ্রীর সুটিংয়ে লামহা ও সাথীর এন্ট্রি ｜ Saila sathy ｜ School gang season 3 ｜ #shorts [2X2a2nHnI7I].mp4
n_534,ପ୍ରତିଶୃତି  ନ ରଖିଲେ ଛାତ୍ର ଆନ୍ଦୋଳନ ବ୍ୟାପିବ ｜   Utkal University ｜ Hostel Misuse ｜ Suchanatv24x7 [JYxgM1LPDvM].mp4,3978,h264,25.0,1920x1080,1760414084.7220438,mp4,50.9678,24750,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\ପ୍ରତିଶୃତି  ନ ରଖିଲେ ଛାତ୍ର ଆନ୍ଦୋଳନ ବ୍ୟାପିବ ｜   Utkal University ｜ Hostel Misuse ｜ Suchanatv24x7 [JYxgM1LPDvM].mp4
n_535,கையில் கயிறு கட்டுவது தொடர்பாக மாணவர்கள் இடையே தகராறு மாணவர் ஒருவர் உயிரிழப்பு ｜ NewsJ [uT8XM97WU8I].mp4,3752,h264,25.0,1920x1080,1760414085.9368243,mp4,64.296054,29451,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\கையில் கயிறு கட்டுவது தொடர்பாக மாணவர்கள் இடையே தகராறு மாணவர் ஒருவர் உயிரிழப்பு ｜ NewsJ [uT8XM97WU8I].mp4
n_536,பொது இடங்களில் மோதலில் ஈடுபடும் மாணவர்கள் - சங்கர் ஜிவால் எச்சரிக்கை [OhCxO1ShTcg].mp4,947,h264,25.0,854x480,1760414086.269832,mp4,72.306939,8365,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\பொது இடங்களில் மோதலில் ஈடுபடும் மாணவர்கள் - சங்கர் ஜிவால் எச்சரிக்கை [OhCxO1ShTcg].mp4
n_537,"மதுபோதையில் ஆசிரியரை தாக்கிய அரசு பள்ளி மாணவர்கள் ｜ Thiruthangal, Virudhunagar ｜ News 7 Tamil [UtPFPEgRRoo].mp4",1741,av1,25.0,1920x1080,1760414084.5723996,mp4,50.526621,10741,"D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\மதுபோதையில் ஆசிரியரை தாக்கிய அரசு பள்ளி மாணவர்கள் ｜ Thiruthangal, Virudhunagar ｜ News 7 Tamil [UtPFPEgRRoo].mp4"
n_538,மாணவர்கள் மற்றும் பாதுகாப்புப் படையினர் மோதல் - போராட்டத்தில் வன்முறை [-i6vfDJrTgw].mp4,1538,h264,25.0,1280x720,1760414089.0342302,mp4,78.994286,14840,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\மாணவர்கள் மற்றும் பாதுகாப்புப் படையினர் மோதல் - போராட்டத்தில் வன்முறை [-i6vfDJrTgw].mp4
n_539,మా ప్రిన్సిపాల్ దుర్మార్గుడు ..! @Students Fires On School Principal ｜ Vikarabad ｜ Amma News [c2c7M22m2ZY].mp4,4154,h264,23.976023976023978,1920x1080,1760414089.5214524,mp4,47.368707,24023,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\మా ప్రిన్సిపాల్ దుర్మార్గుడు ..! @Students Fires On School Principal ｜ Vikarabad ｜ Amma News [c2c7M22m2ZY].mp4
n_540,వెల్ఫేర్ బాయ్స్ హాస్టల్ లో ఆరో తరగతి విద్యార్థి పై తోటి (9) విద్యార్థులు దాడి.. ｜ S6 News Warangal [8fZ44-IHYys].mp4,1753,h264,30.0,1280x720,1760414084.811198,mp4,67.662948,14481,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\వెల్ఫేర్ బాయ్స్ హాస్టల్ లో ఆరో తరగతి విద్యార్థి పై తోటి (9) విద్యార్థులు దాడి.. ｜ S6 News Warangal [8fZ44-IHYys].mp4
n_541,ക്ലാസിനിടെ നടന്ന തർക്കത്തെ തുടർന്ന് പതിനാലുകാരനെ കുത്തികൊലപ്പെടുത്തി ｜ Delhi crime student fight [6VIq-lxhHss].mp4,2248,h264,25.0,1920x1080,1760414086.517038,mp4,48.669025,13355,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\ക്ലാസിനിടെ നടന്ന തർക്കത്തെ തുടർന്ന് പതിനാലുകാരനെ കുത്തികൊലപ്പെടുത്തി ｜ Delhi crime student fight [6VIq-lxhHss].mp4
n_542,തിരൂർ എസ് എസ്എം പോളി ടെക്നിക്കിൽ വിജയിച്ച യൂണിയൻ ജനറൽ സെക്രട്ടറിക്ക് നേരെ ആക്രമണം [XPa4t1M4TAc].mp4,3771,h264,29.97002997002997,1920x1080,1760414090.0109856,mp4,54.334694,25014,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\തിരൂർ എസ് എസ്എം പോളി ടെക്നിക്കിൽ വിജയിച്ച യൂണിയൻ ജനറൽ സെക്രട്ടറിക്ക് നേരെ ആക്രമണം [XPa4t1M4TAc].mp4
n_543,മരിച്ച ഷഹബാസിന്റെ വീട് നിർമാണം പൂർത്തിയാക്കും ｜ #wayanad [Xb6bhoVeooQ].mp4,2911,h264,25.0,1920x1080,1760414086.528869,mp4,21.571338,7667,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\മരിച്ച ഷഹബാസിന്റെ വീട് നിർമാണം പൂർത്തിയാക്കും ｜ #wayanad [Xb6bhoVeooQ].mp4
n_544,സ്കൂൾ വിദ്യാർത്ഥികളുടെ റാഗിംഗ് അതിരുവിട്ടപ്പോൾ.. #school #schoolfight #manjeri #fight [nlwbwQQ7Slo].mp4,3160,h264,30.0,1080x1440,1760414088.3858645,mp4,21.919637,8455,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\സ്കൂൾ വിദ്യാർത്ഥികളുടെ റാഗിംഗ് അതിരുവിട്ടപ്പോൾ.. #school #schoolfight #manjeri #fight [nlwbwQQ7Slo].mp4
n_545,“Sakura School Simulator： Funniest Classroom Fight 😂 ｜ #shorts”#shorts feed#sss [qerWGqK0yUA].mp4,1240,av1,30.0,720x1280,1760414084.337802,mp4,9.566621,1448,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\“Sakura School Simulator： Funniest Classroom Fight 😂 ｜ #shorts”#shorts feed#sss [qerWGqK0yUA].mp4
n_546,⚔️😈💯💪 fight shorts 💪 #fight #fightshorts #viral #shortvideo #trendingsho [M91kkrhrqc4].mp4,1906,h264,30.0,720x1280,1760414088.30084,mp4,40.031202,9314,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\⚔️😈💯💪 fight shorts 💪 #fight #fightshorts #viral #shortvideo #trendingsho [M91kkrhrqc4].mp4
n_547,⚠️ College Rivalry Turns Violent! 🚆💥 ｜ Shocking EMU Train Attack in Chennai! [eXtF0fkIIN0].mp4,2928,h264,60.0,1080x1920,1760414089.5010152,mp4,44.930612,16064,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\⚠️ College Rivalry Turns Violent! 🚆💥 ｜ Shocking EMU Train Attack in Chennai! [eXtF0fkIIN0].mp4
n_548,경남 학교폭력 가해자 4년 사이 2배 증가⧸ KNN [Don-sg5eyzs].mp4,1553,h264,29.97002997002997,1920x1080,1760414084.441302,mp4,29.001723,5500,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\경남 학교폭력 가해자 4년 사이 2배 증가⧸ KNN [Don-sg5eyzs].mp4
n_549,억울한 가해자 학폭 취소 사례! #shorts #학교폭력 #학폭대응 #학폭전문변호사 [abn62EHvdYk].mp4,1244,h264,30.0,1080x1920,1760414085.6823888,mp4,59.953923,9109,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\억울한 가해자 학폭 취소 사례! #shorts #학교폭력 #학폭대응 #학폭전문변호사 [abn62EHvdYk].mp4
n_550,𝗡𝗘𝗪 𝗙𝗜𝗚𝗛𝗧𝗜𝗡𝗚 𝗠𝗢𝗠𝗘𝗡𝗧𝗦 🔥𝗜𝗡 𝗥𝗖𝟮𝟮 ｜｜ 𝗠𝗜 𝗩𝗦 𝗞𝗞𝗥 𝗙𝗜𝗡𝗔𝗟𝗦 𝗠𝗔𝗧𝗖𝗛 𝗦𝗖𝗘𝗡𝗘𝗦 ｜｜ IN TELUGU ｜｜ IAM RKG [qxWyarLug7o].mp4,5874,h264,60.0,1920x1080,1760414089.6986716,mp4,14.976871,10740,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\𝗡𝗘𝗪 𝗙𝗜𝗚𝗛𝗧𝗜𝗡𝗚 𝗠𝗢𝗠𝗘𝗡𝗧𝗦 🔥𝗜𝗡 𝗥𝗖𝟮𝟮 ｜｜ 𝗠𝗜 𝗩𝗦 𝗞𝗞𝗥 𝗙𝗜𝗡𝗔𝗟𝗦 𝗠𝗔𝗧𝗖𝗛 𝗦𝗖𝗘𝗡𝗘𝗦 ｜｜ IN TELUGU ｜｜ IAM RKG [qxWyarLug7o].mp4
n_551,🎓 ＊＊ছাত্রদের সাথে আনসারের সংঘর্ষ ! আনসার বনাম ছাত্র ＊＊ 🎓#trending #ansar [AUWEc2Tqw9U].mp4,2979,h264,30.0,1080x1920,1760414087.666051,mp4,31.091519,11307,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\🎓 ＊＊ছাত্রদের সাথে আনসারের সংঘর্ষ ! আনসার বনাম ছাত্র ＊＊ 🎓#trending #ansar [AUWEc2Tqw9U].mp4
n_552,🎮 Ready for the ultimate ＂College Brawl＂？ 📲 Follow #youtubegamer #college #gameplay [eHntzIX4D8Q].mp4,2965,h264,30.0,1080x1920,1760414086.6624758,mp4,10.3561,3749,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\non_violence\🎮 Ready for the ultimate ＂College Brawl＂？ 📲 Follow #youtubegamer #college #gameplay [eHntzIX4D8Q].mp4
